denv_46_182   A_pdb5nvo.    Aligned length=   28, RMSD=   3.15, Seq_ID=n_identical/n_aligned= 0.071   TM-score= 0.34375    TM-score= 0.16556 
denv_46_182   A_pdb5pi8.    Aligned length=   27, RMSD=   2.99, Seq_ID=n_identical/n_aligned= 0.074   TM-score= 0.42236    TM-score= 0.07130 
denv_46_182   A_pdb6hhh.    Aligned length=   26, RMSD=   1.86, Seq_ID=n_identical/n_aligned= 0.115   TM-score= 0.44404    TM-score= 0.06458 
denv_46_182   A_pdb3thb.    Aligned length=   26, RMSD=   2.38, Seq_ID=n_identical/n_aligned= 0.038   TM-score= 0.38466    TM-score= 0.08084 
denv_46_182   A_pdb2qfg.    Aligned length=   33, RMSD=   2.94, Seq_ID=n_identical/n_aligned= 0.061   TM-score= 0.38631    TM-score= 0.00858 
denv_46_182   A_pdb1gfw.    Aligned length=   22, RMSD=   3.46, Seq_ID=n_identical/n_aligned= 0.045   TM-score= 0.27409    TM-score= 0.11098 
denv_46_182   A_pdb5l2t.    Aligned length=   29, RMSD=   3.37, Seq_ID=n_identical/n_aligned= 0.069   TM-score= 0.28051    TM-score= 0.08721 
denv_46_182   A_pdb7neu.    Aligned length=   33, RMSD=   4.11, Seq_ID=n_identical/n_aligned= 0.091   TM-score= 0.29843    TM-score= 0.06562 
denv_46_182   A_pdb6gd3.    Aligned length=   27, RMSD=   3.96, Seq_ID=n_identical/n_aligned= 0.037   TM-score= 0.31187    TM-score= 0.18825 
denv_46_182   A_pdb3d67.    Aligned length=   30, RMSD=   2.65, Seq_ID=n_identical/n_aligned= 0.033   TM-score= 0.41447    TM-score= 0.06775 
denv_46_182   B_pdb2iuh.    Aligned length=    5, RMSD=   0.56, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.12747    TM-score= 0.47555 
denv_46_182   A_pdb6pzp.    Aligned length=   24, RMSD=   2.93, Seq_ID=n_identical/n_aligned= 0.125   TM-score= 0.35790    TM-score= 0.11228 
denv_46_182   A_pdb5h78.    Aligned length=   30, RMSD=   3.59, Seq_ID=n_identical/n_aligned= 0.100   TM-score= 0.28751    TM-score= 0.11322 
denv_46_182   B_pdb1fzc.    Aligned length=   29, RMSD=   2.70, Seq_ID=n_identical/n_aligned= 0.069   TM-score= 0.39792    TM-score= 0.08289 
denv_46_182   A_pdb6k4l.    Aligned length=   32, RMSD=   2.56, Seq_ID=n_identical/n_aligned= 0.031   TM-score= 0.44699    TM-score= 0.04175 
denv_46_182   A_pdb5c4m.    Aligned length=   25, RMSD=   3.34, Seq_ID=n_identical/n_aligned= 0.040   TM-score= 0.26192    TM-score= 0.10684 
denv_46_182   A_pdb6q4d.    Aligned length=   23, RMSD=   2.44, Seq_ID=n_identical/n_aligned= 0.043   TM-score= 0.32008    TM-score= 0.07150 
denv_46_182   A_pdb5px7.    Aligned length=   29, RMSD=   3.86, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.26395    TM-score= 0.11216 
denv_46_182   A_pdb6ctl.    Aligned length=   29, RMSD=   2.33, Seq_ID=n_identical/n_aligned= 0.207   TM-score= 0.38513    TM-score= 0.07990 
denv_46_182   A_pdb2op7.    Aligned length=   33, RMSD=   2.37, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.45871    TM-score= 0.07708 
denv_46_182   A_pdb1btr.    Aligned length=   33, RMSD=   3.63, Seq_ID=n_identical/n_aligned= 0.121   TM-score= 0.31494    TM-score= 0.04762 
denv_46_182   A_pdb2j3t.    Aligned length=   26, RMSD=   1.80, Seq_ID=n_identical/n_aligned= 0.077   TM-score= 0.45338    TM-score= 0.14609 
denv_46_182   A_pdb2rid.    Aligned length=   27, RMSD=   2.67, Seq_ID=n_identical/n_aligned= 0.037   TM-score= 0.40658    TM-score= 0.14858 
denv_46_182   A_pdb2jhs.    Aligned length=   26, RMSD=   2.21, Seq_ID=n_identical/n_aligned= 0.077   TM-score= 0.46556    TM-score= 0.16327 
denv_46_182   A_pdb1bn1.    Aligned length=   33, RMSD=   2.65, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.49986    TM-score= 0.11148 
denv_46_182   A_pdb7a8t.    Aligned length=   28, RMSD=   4.00, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.21746    TM-score= 0.04815 
denv_46_182   B_pdb1ath.    Aligned length=   27, RMSD=   1.70, Seq_ID=n_identical/n_aligned= 0.037   TM-score= 0.49154    TM-score= 0.07075 
denv_46_182   A_pdb6qb7.    Aligned length=   27, RMSD=   2.63, Seq_ID=n_identical/n_aligned= 0.074   TM-score= 0.31120    TM-score= 0.17439 
denv_46_182   A_pdb5pqa.    Aligned length=   21, RMSD=   2.54, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.26426    TM-score= 0.13285 
denv_46_182   A_pdb5bn8.    Aligned length=   27, RMSD=   1.56, Seq_ID=n_identical/n_aligned= 0.074   TM-score= 0.49163    TM-score= 0.06813 
denv_46_182   A_pdb5ntu.    Aligned length=   28, RMSD=   2.39, Seq_ID=n_identical/n_aligned= 0.036   TM-score= 0.39563    TM-score= 0.08159 
denv_46_182   A_pdb6jlr.    Aligned length=   20, RMSD=   3.14, Seq_ID=n_identical/n_aligned= 0.100   TM-score= 0.34600    TM-score= 0.06406 
denv_46_182   A_pdb7ms7.    Aligned length=   30, RMSD=   2.64, Seq_ID=n_identical/n_aligned= 0.067   TM-score= 0.44614    TM-score= 0.20727 
denv_46_182   B_pdb1gj9.    Aligned length=   29, RMSD=   2.46, Seq_ID=n_identical/n_aligned= 0.034   TM-score= 0.43640    TM-score= 0.10360 
denv_46_182   A_pdb6ssw.    Aligned length=   17, RMSD=   1.94, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.23246    TM-score= 0.10563 
denv_46_182   A_pdb6yox.    Aligned length=   25, RMSD=   3.40, Seq_ID=n_identical/n_aligned= 0.080   TM-score= 0.21062    TM-score= 0.08105 
denv_46_182   B_pdb2n1a.    Aligned length=   27, RMSD=   2.17, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.41639    TM-score= 0.03103 
denv_46_182   A_pdb4x6o.    Aligned length=   29, RMSD=   2.34, Seq_ID=n_identical/n_aligned= 0.138   TM-score= 0.45478    TM-score= 0.10753 
denv_46_182   A_pdb3cx9.    Aligned length=   30, RMSD=   4.07, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.24208    TM-score= 0.04314 
denv_46_182   B_pdb2l1z.    Aligned length=   31, RMSD=   2.71, Seq_ID=n_identical/n_aligned= 0.065   TM-score= 0.37771    TM-score= 0.02922 
denv_46_182   A_pdb4eh3.    Aligned length=   34, RMSD=   3.58, Seq_ID=n_identical/n_aligned= 0.059   TM-score= 0.29195    TM-score= 0.08040 
denv_46_182   A_pdb6gzm.    Aligned length=   24, RMSD=   2.84, Seq_ID=n_identical/n_aligned= 0.042   TM-score= 0.29101    TM-score= 0.07125 
denv_46_182   A_pdb1fp0.    Aligned length=   22, RMSD=   3.33, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.26393    TM-score= 0.17031 
denv_46_182   B_pdb2fz3.    Aligned length=   32, RMSD=   3.55, Seq_ID=n_identical/n_aligned= 0.031   TM-score= 0.34674    TM-score= 0.20870 
denv_46_182   B_pdb2j8o.    Aligned length=   27, RMSD=   1.93, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.54444    TM-score= 0.12553 
denv_46_182   A_pdb2gk9.    Aligned length=   35, RMSD=   2.21, Seq_ID=n_identical/n_aligned= 0.029   TM-score= 0.54066    TM-score= 0.12860 
denv_46_182   A_pdb1b3e.    Aligned length=   30, RMSD=   3.86, Seq_ID=n_identical/n_aligned= 0.067   TM-score= 0.26725    TM-score= 0.07163 
denv_46_182   A_pdb5op8.    Aligned length=   27, RMSD=   3.31, Seq_ID=n_identical/n_aligned= 0.037   TM-score= 0.33916    TM-score= 0.06779 
denv_46_182   A_pdb1e50.    Aligned length=   28, RMSD=   2.26, Seq_ID=n_identical/n_aligned= 0.071   TM-score= 0.43867    TM-score= 0.20201 
denv_46_182   B_pdb2lz4.    Aligned length=   34, RMSD=   2.59, Seq_ID=n_identical/n_aligned= 0.147   TM-score= 0.40965    TM-score= 0.02819 
denv_46_182   B_pdb2gqg.    Aligned length=   28, RMSD=   3.42, Seq_ID=n_identical/n_aligned= 0.071   TM-score= 0.31335    TM-score= 0.08319 
denv_46_182   A_pdb5oo3.    Aligned length=   24, RMSD=   2.46, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.31459    TM-score= 0.07432 
denv_46_182   A_pdb5l5i.    Aligned length=   26, RMSD=   1.80, Seq_ID=n_identical/n_aligned= 0.038   TM-score= 0.43246    TM-score= 0.09596 
denv_46_182   A_pdb5pp6.    Aligned length=   26, RMSD=   3.60, Seq_ID=n_identical/n_aligned= 0.077   TM-score= 0.26387    TM-score= 0.14708 
denv_46_182   A_pdb2mwx.    Aligned length=   33, RMSD=   2.57, Seq_ID=n_identical/n_aligned= 0.030   TM-score= 0.38250    TM-score= 0.02802 
denv_46_182   A_pdb5ctp.    Aligned length=   27, RMSD=   3.01, Seq_ID=n_identical/n_aligned= 0.074   TM-score= 0.36735    TM-score= 0.07186 
denv_46_182   A_pdb4emx.    Aligned length=   31, RMSD=   3.66, Seq_ID=n_identical/n_aligned= 0.032   TM-score= 0.33709    TM-score= 0.04641 
denv_46_182   A_pdb5d29.    Aligned length=   24, RMSD=   3.14, Seq_ID=n_identical/n_aligned= 0.042   TM-score= 0.36383    TM-score= 0.03172 
denv_46_182   A_pdb6q01.    Aligned length=   29, RMSD=   3.73, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.27319    TM-score= 0.21165 
denv_46_182   B_pdb2law.    Aligned length=   35, RMSD=   2.86, Seq_ID=n_identical/n_aligned= 0.029   TM-score= 0.37786    TM-score= 0.03670 
denv_46_182   A_pdb3tgp.    Aligned length=   26, RMSD=   3.35, Seq_ID=n_identical/n_aligned= 0.115   TM-score= 0.27208    TM-score= 0.11817 
denv_46_182   A_pdb5l3c.    Aligned length=   29, RMSD=   3.16, Seq_ID=n_identical/n_aligned= 0.069   TM-score= 0.38342    TM-score= 0.03930 
denv_46_182   A_pdb2k3t.    Aligned length=   35, RMSD=   1.70, Seq_ID=n_identical/n_aligned= 0.086   TM-score= 0.56308    TM-score= 0.01741 
denv_46_182   A_pdb1iqd.    Aligned length=   26, RMSD=   2.64, Seq_ID=n_identical/n_aligned= 0.077   TM-score= 0.36813    TM-score= 0.10516 
denv_46_182   A_pdb4mwf.    Aligned length=   33, RMSD=   3.37, Seq_ID=n_identical/n_aligned= 0.030   TM-score= 0.33804    TM-score= 0.11479 
denv_46_182   A_pdb2iw6.    Aligned length=   30, RMSD=   3.59, Seq_ID=n_identical/n_aligned= 0.067   TM-score= 0.28804    TM-score= 0.08106 
denv_46_182   A_pdb4wns.    Aligned length=   29, RMSD=   2.59, Seq_ID=n_identical/n_aligned= 0.069   TM-score= 0.45546    TM-score= 0.20166 
denv_46_182   A_pdb1fha.    Aligned length=   24, RMSD=   3.09, Seq_ID=n_identical/n_aligned= 0.083   TM-score= 0.25740    TM-score= 0.10910 
denv_46_182   A_pdb5dd9.    Aligned length=   35, RMSD=   3.14, Seq_ID=n_identical/n_aligned= 0.086   TM-score= 0.40074    TM-score= 0.06601 
denv_46_182   B_pdb2jxc.    Aligned length=   35, RMSD=   2.63, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.40867    TM-score= 0.02656 
denv_46_182   B_pdb1h66.    Aligned length=   28, RMSD=   3.10, Seq_ID=n_identical/n_aligned= 0.071   TM-score= 0.37745    TM-score= 0.08581 
denv_46_182   B_pdb2ka3.    Aligned length=   28, RMSD=   3.29, Seq_ID=n_identical/n_aligned= 0.036   TM-score= 0.32258    TM-score= 0.15340 
denv_46_182   A_pdb8icy.    Aligned length=   30, RMSD=   2.96, Seq_ID=n_identical/n_aligned= 0.133   TM-score= 0.33486    TM-score= 0.07847 
denv_46_182   A_pdb4mz6.    Aligned length=    5, RMSD=   0.61, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.12493    TM-score= 0.50277 
denv_46_182   A_pdb4ded.    Aligned length=   28, RMSD=   3.92, Seq_ID=n_identical/n_aligned= 0.071   TM-score= 0.27157    TM-score= 0.08092 
denv_46_182   A_pdb2oqs.    Aligned length=   22, RMSD=   3.21, Seq_ID=n_identical/n_aligned= 0.045   TM-score= 0.30056    TM-score= 0.16428 
denv_46_182   A_pdb4bek.    Aligned length=   27, RMSD=   2.40, Seq_ID=n_identical/n_aligned= 0.111   TM-score= 0.43787    TM-score= 0.06609 
denv_46_182   A_pdb1icw.    Aligned length=   27, RMSD=   2.53, Seq_ID=n_identical/n_aligned= 0.074   TM-score= 0.42842    TM-score= 0.28528 
denv_46_182   A_pdb3cri.    Aligned length=   31, RMSD=   2.35, Seq_ID=n_identical/n_aligned= 0.129   TM-score= 0.45854    TM-score= 0.18062 
denv_46_182   B_pdb2oq7.    Aligned length=   28, RMSD=   3.00, Seq_ID=n_identical/n_aligned= 0.143   TM-score= 0.32197    TM-score= 0.06970 
denv_46_182   A_pdb5l7t.    Aligned length=   29, RMSD=   3.12, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.38829    TM-score= 0.09300 
denv_46_182   A_pdb3vy6.    Aligned length=   28, RMSD=   2.82, Seq_ID=n_identical/n_aligned= 0.036   TM-score= 0.37800    TM-score= 0.15953 
denv_46_182   A_pdb6fxn.    Aligned length=   27, RMSD=   2.94, Seq_ID=n_identical/n_aligned= 0.037   TM-score= 0.35485    TM-score= 0.14776 
denv_46_182   2_pdb1ilr.    Aligned length=   30, RMSD=   2.33, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.44662    TM-score= 0.17475 
denv_46_182   A_pdb6hkm.    Aligned length=   29, RMSD=   2.45, Seq_ID=n_identical/n_aligned= 0.069   TM-score= 0.38436    TM-score= 0.07902 
denv_46_182   A_pdb3svh.    Aligned length=   25, RMSD=   3.58, Seq_ID=n_identical/n_aligned= 0.040   TM-score= 0.27673    TM-score= 0.14219 
denv_46_182   A_pdb2ig0.    Aligned length=   28, RMSD=   2.53, Seq_ID=n_identical/n_aligned= 0.179   TM-score= 0.41484    TM-score= 0.18949 
denv_46_182   B_pdb2p64.    Aligned length=   17, RMSD=   3.38, Seq_ID=n_identical/n_aligned= 0.059   TM-score= 0.16584    TM-score= 0.16004 
denv_46_182   A_pdb7ndl.    Aligned length=   31, RMSD=   1.61, Seq_ID=n_identical/n_aligned= 0.065   TM-score= 0.54501    TM-score= 0.04573 
denv_46_182   B_pdb2llo.    Aligned length=   32, RMSD=   2.94, Seq_ID=n_identical/n_aligned= 0.031   TM-score= 0.38647    TM-score= 0.03270 
denv_46_182   A_pdb2fg4.    Aligned length=   27, RMSD=   3.61, Seq_ID=n_identical/n_aligned= 0.037   TM-score= 0.27180    TM-score= 0.11571 
denv_46_182   A_pdb4epv.    Aligned length=   25, RMSD=   3.68, Seq_ID=n_identical/n_aligned= 0.040   TM-score= 0.34061    TM-score= 0.10798 
denv_46_182   A_pdb4b0p.    Aligned length=   30, RMSD=   3.02, Seq_ID=n_identical/n_aligned= 0.033   TM-score= 0.34013    TM-score= 0.05085 
denv_46_182   A_pdb2k9c.    Aligned length=   35, RMSD=   2.67, Seq_ID=n_identical/n_aligned= 0.057   TM-score= 0.49738    TM-score= 0.01123 
denv_46_182   A_pdb3con.    Aligned length=   32, RMSD=   4.30, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.28178    TM-score= 0.13103 
denv_46_182   A_pdb6fy4.    Aligned length=   30, RMSD=   3.44, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.33671    TM-score= 0.08979 
denv_46_182   A_pdb2gbm.    Aligned length=   25, RMSD=   3.08, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.27393    TM-score= 0.19772 
denv_46_182   A_pdb4odq.    Aligned length=   34, RMSD=   3.63, Seq_ID=n_identical/n_aligned= 0.029   TM-score= 0.28853    TM-score= 0.19426 
denv_46_182   A_pdb3w9y.    Aligned length=   18, RMSD=   2.52, Seq_ID=n_identical/n_aligned= 0.111   TM-score= 0.28476    TM-score= 0.09007 
denv_46_182   A_pdb4abw.    Aligned length=   28, RMSD=   2.36, Seq_ID=n_identical/n_aligned= 0.036   TM-score= 0.45991    TM-score= 0.19724 
denv_46_182   B_pdb2h8n.    Aligned length=   16, RMSD=   3.54, Seq_ID=n_identical/n_aligned= 0.062   TM-score= 0.15727    TM-score= 0.12787 
denv_46_182   A_pdb1ip4.    Aligned length=   32, RMSD=   2.86, Seq_ID=n_identical/n_aligned= 0.062   TM-score= 0.33693    TM-score= 0.18078 
denv_46_182   A_pdb5pru.    Aligned length=   21, RMSD=   2.59, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.26055    TM-score= 0.13248 
denv_46_182   A_pdb1bwx.    Aligned length=   29, RMSD=   3.17, Seq_ID=n_identical/n_aligned= 0.034   TM-score= 0.33147    TM-score= 0.06395 
denv_46_182   A_pdb5c87.    Aligned length=   27, RMSD=   4.05, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.22241    TM-score= 0.14205 
denv_46_182   A_pdb6cnk.    Aligned length=   30, RMSD=   2.66, Seq_ID=n_identical/n_aligned= 0.033   TM-score= 0.39335    TM-score= 0.07233 
denv_46_182   A_pdb6dml.    Aligned length=   30, RMSD=   3.97, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.24603    TM-score= 0.14668 
denv_46_182   B_pdb2lxs.    Aligned length=   35, RMSD=   2.45, Seq_ID=n_identical/n_aligned= 0.086   TM-score= 0.41092    TM-score= 0.01670 
denv_46_182   B_pdb2kwi.    Aligned length=   35, RMSD=   2.48, Seq_ID=n_identical/n_aligned= 0.057   TM-score= 0.42521    TM-score= 0.00689 
denv_46_182   A_pdb6glt.    Aligned length=   29, RMSD=   2.90, Seq_ID=n_identical/n_aligned= 0.034   TM-score= 0.31669    TM-score= 0.14548 
denv_46_182   A_pdb6q9t.    Aligned length=   31, RMSD=   2.05, Seq_ID=n_identical/n_aligned= 0.032   TM-score= 0.50945    TM-score= 0.11895 
denv_46_182   A_pdb3zd2.    Aligned length=   32, RMSD=   3.03, Seq_ID=n_identical/n_aligned= 0.094   TM-score= 0.34368    TM-score= 0.18631 
denv_46_182   B_pdb2k1r.    Aligned length=   34, RMSD=   2.85, Seq_ID=n_identical/n_aligned= 0.059   TM-score= 0.52468    TM-score= 0.01201 
denv_46_182   A_pdb6gf2.    Aligned length=   34, RMSD=   2.49, Seq_ID=n_identical/n_aligned= 0.059   TM-score= 0.40364    TM-score= 0.03772 
denv_46_182   A_pdb1fnh.    Aligned length=   25, RMSD=   2.49, Seq_ID=n_identical/n_aligned= 0.120   TM-score= 0.38059    TM-score= 0.08255 
denv_46_182   A_pdb2v5e.    Aligned length=   31, RMSD=   3.09, Seq_ID=n_identical/n_aligned= 0.032   TM-score= 0.35817    TM-score= 0.12373 
denv_46_182   A_pdb6tf7.    Aligned length=   32, RMSD=   2.70, Seq_ID=n_identical/n_aligned= 0.031   TM-score= 0.47635    TM-score= 0.18616 
denv_46_182   A_pdb2rnl.    Aligned length=   34, RMSD=   2.69, Seq_ID=n_identical/n_aligned= 0.088   TM-score= 0.37991    TM-score= 0.03205 
denv_46_182   A_pdb1hec.    Aligned length=   32, RMSD=   2.09, Seq_ID=n_identical/n_aligned= 0.031   TM-score= 0.52250    TM-score= 0.11369 
denv_46_182   A_pdb3wej.    Aligned length=   27, RMSD=   3.50, Seq_ID=n_identical/n_aligned= 0.037   TM-score= 0.26256    TM-score= 0.06605 
denv_46_182   A_pdb2ghg.    Aligned length=   24, RMSD=   2.75, Seq_ID=n_identical/n_aligned= 0.167   TM-score= 0.32478    TM-score= 0.07642 
denv_46_182   A_pdb2irt.    Aligned length=   29, RMSD=   2.37, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.40261    TM-score= 0.16426 
denv_46_182   A_pdb4p3w.    Aligned length=   27, RMSD=   2.18, Seq_ID=n_identical/n_aligned= 0.037   TM-score= 0.49228    TM-score= 0.13848 
denv_46_182   A_pdb1gcq.    Aligned length=   25, RMSD=   3.33, Seq_ID=n_identical/n_aligned= 0.120   TM-score= 0.29362    TM-score= 0.25078 
denv_46_182   A_pdb4ayz.    Aligned length=   21, RMSD=   1.71, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.35160    TM-score= 0.10548 
denv_46_182   A_pdb2ihc.    Aligned length=   28, RMSD=   3.69, Seq_ID=n_identical/n_aligned= 0.036   TM-score= 0.28302    TM-score= 0.15400 
denv_46_182   A_pdb6t36.    Aligned length=   29, RMSD=   3.40, Seq_ID=n_identical/n_aligned= 0.103   TM-score= 0.34656    TM-score= 0.20486 
denv_46_182   A_pdb4cuf.    Aligned length=   28, RMSD=   3.27, Seq_ID=n_identical/n_aligned= 0.036   TM-score= 0.32094    TM-score= 0.16039 
denv_46_182   A_pdb5awd.    Aligned length=   29, RMSD=   3.58, Seq_ID=n_identical/n_aligned= 0.034   TM-score= 0.30928    TM-score= 0.03448 
denv_46_182   A_pdb6gs6.    Aligned length=   28, RMSD=   2.89, Seq_ID=n_identical/n_aligned= 0.036   TM-score= 0.38505    TM-score= 0.14015 
denv_46_182   A_pdb3u2m.    Aligned length=   25, RMSD=   3.94, Seq_ID=n_identical/n_aligned= 0.120   TM-score= 0.20593    TM-score= 0.13147 
denv_46_182   A_pdb4edu.    Aligned length=   26, RMSD=   2.64, Seq_ID=n_identical/n_aligned= 0.038   TM-score= 0.39796    TM-score= 0.10573 
denv_46_182   A_pdb4e3b.    Aligned length=   26, RMSD=   2.89, Seq_ID=n_identical/n_aligned= 0.038   TM-score= 0.34861    TM-score= 0.18423 
denv_46_182   A_pdb2leh.    Aligned length=   25, RMSD=   3.57, Seq_ID=n_identical/n_aligned= 0.080   TM-score= 0.26693    TM-score= 0.09823 
denv_46_182   A_pdb7npc.    Aligned length=   20, RMSD=   2.07, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.36237    TM-score= 0.07574 
denv_46_182   A_pdb1ilq.    Aligned length=   27, RMSD=   2.80, Seq_ID=n_identical/n_aligned= 0.037   TM-score= 0.48135    TM-score= 0.29024 
denv_46_182   A_pdb5js8.    Aligned length=   35, RMSD=   2.54, Seq_ID=n_identical/n_aligned= 0.057   TM-score= 0.45689    TM-score= 0.01059 
denv_46_182   A_pdb1bci.    Aligned length=   27, RMSD=   3.09, Seq_ID=n_identical/n_aligned= 0.037   TM-score= 0.31387    TM-score= 0.15819 
denv_46_182   A_pdb2kg4.    Aligned length=   35, RMSD=   2.11, Seq_ID=n_identical/n_aligned= 0.057   TM-score= 0.60364    TM-score= 0.01044 
denv_46_182   A_pdb5pa8.    Aligned length=   23, RMSD=   2.66, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.34468    TM-score= 0.26352 
denv_46_182   A_pdb6dl2.    Aligned length=   26, RMSD=   3.90, Seq_ID=n_identical/n_aligned= 0.038   TM-score= 0.23544    TM-score= 0.13224 
denv_46_182   A_pdb6ym2.    Aligned length=   34, RMSD=   3.09, Seq_ID=n_identical/n_aligned= 0.088   TM-score= 0.40155    TM-score= 0.15788 
denv_46_182   A_pdb6crc.    Aligned length=   35, RMSD=   3.99, Seq_ID=n_identical/n_aligned= 0.057   TM-score= 0.33366    TM-score= 0.08327 
denv_46_182   A_pdb5nzw.    Aligned length=   32, RMSD=   2.24, Seq_ID=n_identical/n_aligned= 0.031   TM-score= 0.48227    TM-score= 0.08742 
denv_46_182   A_pdb2v83.    Aligned length=   20, RMSD=   2.79, Seq_ID=n_identical/n_aligned= 0.050   TM-score= 0.29209    TM-score= 0.19945 
denv_46_182   A_pdb2okn.    Aligned length=   33, RMSD=   2.56, Seq_ID=n_identical/n_aligned= 0.030   TM-score= 0.46199    TM-score= 0.06321 
denv_46_182   A_pdb4ery.    Aligned length=   32, RMSD=   2.12, Seq_ID=n_identical/n_aligned= 0.188   TM-score= 0.50466    TM-score= 0.09617 
denv_46_182   A_pdb4ag4.    Aligned length=   28, RMSD=   3.20, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.35470    TM-score= 0.07010 
denv_46_182   A_pdb4n6y.    Aligned length=   27, RMSD=   2.87, Seq_ID=n_identical/n_aligned= 0.111   TM-score= 0.33642    TM-score= 0.08418 
denv_46_182   A_pdb1gng.    Aligned length=   34, RMSD=   2.52, Seq_ID=n_identical/n_aligned= 0.118   TM-score= 0.46894    TM-score= 0.08713 
denv_46_182   6_pdb7a6b.    Aligned length=   21, RMSD=   2.31, Seq_ID=n_identical/n_aligned= 0.048   TM-score= 0.27168    TM-score= 0.10235 
denv_46_182   A_pdb5fnf.    Aligned length=   30, RMSD=   2.51, Seq_ID=n_identical/n_aligned= 0.100   TM-score= 0.43256    TM-score= 0.12406 
denv_46_182   A_pdb3tda.    Aligned length=   34, RMSD=   3.49, Seq_ID=n_identical/n_aligned= 0.029   TM-score= 0.37400    TM-score= 0.06254 
denv_46_182   A_pdb4wlr.    Aligned length=   33, RMSD=   3.28, Seq_ID=n_identical/n_aligned= 0.121   TM-score= 0.40911    TM-score= 0.09290 
denv_46_182   A_pdb2k45.    Aligned length=   35, RMSD=   1.80, Seq_ID=n_identical/n_aligned= 0.086   TM-score= 0.57977    TM-score= 0.01348 
denv_46_182   A_pdb1h2m.    Aligned length=   27, RMSD=   3.23, Seq_ID=n_identical/n_aligned= 0.037   TM-score= 0.33601    TM-score= 0.06878 
denv_46_182   A_pdb4do4.    Aligned length=   32, RMSD=   3.06, Seq_ID=n_identical/n_aligned= 0.031   TM-score= 0.31718    TM-score= 0.07158 
denv_46_182   A_pdb1f14.    Aligned length=   30, RMSD=   3.50, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.32212    TM-score= 0.08392 
denv_46_182   A_pdb6zcs.    Aligned length=   26, RMSD=   2.88, Seq_ID=n_identical/n_aligned= 0.038   TM-score= 0.30570    TM-score= 0.08170 
denv_46_182   A_pdb5av9.    Aligned length=   22, RMSD=   2.79, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.22310    TM-score= 0.15215 
denv_46_182   B_pdb2g8n.    Aligned length=   24, RMSD=   2.96, Seq_ID=n_identical/n_aligned= 0.042   TM-score= 0.35826    TM-score= 0.07687 
denv_46_182   A_pdb3s9o.    Aligned length=   21, RMSD=   3.68, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.18227    TM-score= 0.10201 
denv_46_182   A_pdb6yvt.    Aligned length=   28, RMSD=   3.36, Seq_ID=n_identical/n_aligned= 0.036   TM-score= 0.35928    TM-score= 0.11017 
denv_46_182   A_pdb2nut.    Aligned length=   33, RMSD=   2.78, Seq_ID=n_identical/n_aligned= 0.030   TM-score= 0.49127    TM-score= 0.04334 
denv_46_182   A_pdb5jhg.    Aligned length=   33, RMSD=   2.59, Seq_ID=n_identical/n_aligned= 0.030   TM-score= 0.50695    TM-score= 0.08290 
denv_46_182   A_pdb2h61.    Aligned length=   20, RMSD=   3.15, Seq_ID=n_identical/n_aligned= 0.050   TM-score= 0.22803    TM-score= 0.14797 
denv_46_182   A_pdb6g2o.    Aligned length=   33, RMSD=   3.25, Seq_ID=n_identical/n_aligned= 0.030   TM-score= 0.35925    TM-score= 0.19317 
denv_46_182   A_pdb2n1g.    Aligned length=   31, RMSD=   3.89, Seq_ID=n_identical/n_aligned= 0.065   TM-score= 0.25166    TM-score= 0.18512 
denv_46_182   A_pdb5fe9.    Aligned length=   23, RMSD=   3.70, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.21569    TM-score= 0.12883 
